id,topics,texts
4057,grain,"awb says australian wheat sales over 10 mln tonnesthe australian wheat boards (awb)1986/87 export program is well advanced with over 10 mln tonnesalready sold, awb general manager ron paice said.    ""we are certainly within reach of our 15 mln tonne exporttarget for the year,"" he said in a statement.    he did not detail the commitments already made, but an awbspokesman said they include sales to egypt, china, iran, thesoviet union and iraq.    in the 1985/86 wheat year ended september 30, the awbexported a record 15.96 mln tonnes.    paice also said the 1986/87 australian wheat harvest hasended after a long, cool summer with 15.14 mln tonnes deliveredto the awb.    the season produced another good crop, with only 0.2 pct ofreceivals being downgraded to feed quality, he said.    however, it is likely that some weather-damaged grain wasstill being held on farms and further milling and feed wheatmay be delivered following the recent announcement of the finalguaranteed minimum price for 1986/87, he said.    paice did not give a crop estimate, but the awbs februarywheat australia publication put the crop at 16.7 mln tonnes.    but the awb spokesman said it is likely this estimate couldturn out to be too high, based on the receivals level, and thefinal crop figure would probably be nearer to 16.2 mln tonnes.the official estimate is not yet available.    in the 1985/86 season, the awb received 15.08 mln tonnes ofthe 16.13 mln tonne crop.    another 422,000 tonnes was retained on-farm and 620,000sold under the permit system introduced in 1984/85 to allowfarmers to sell feed wheat to the grain trade outside the awbsreceival system, according to bureau of agricultural economicsdata. reuter"
4057,wheat,"awb says australian wheat sales over 10 mln tonnesthe australian wheat boards (awb)1986/87 export program is well advanced with over 10 mln tonnesalready sold, awb general manager ron paice said.    ""we are certainly within reach of our 15 mln tonne exporttarget for the year,"" he said in a statement.    he did not detail the commitments already made, but an awbspokesman said they include sales to egypt, china, iran, thesoviet union and iraq.    in the 1985/86 wheat year ended september 30, the awbexported a record 15.96 mln tonnes.    paice also said the 1986/87 australian wheat harvest hasended after a long, cool summer with 15.14 mln tonnes deliveredto the awb.    the season produced another good crop, with only 0.2 pct ofreceivals being downgraded to feed quality, he said.    however, it is likely that some weather-damaged grain wasstill being held on farms and further milling and feed wheatmay be delivered following the recent announcement of the finalguaranteed minimum price for 1986/87, he said.    paice did not give a crop estimate, but the awbs februarywheat australia publication put the crop at 16.7 mln tonnes.    but the awb spokesman said it is likely this estimate couldturn out to be too high, based on the receivals level, and thefinal crop figure would probably be nearer to 16.2 mln tonnes.the official estimate is not yet available.    in the 1985/86 season, the awb received 15.08 mln tonnes ofthe 16.13 mln tonne crop.    another 422,000 tonnes was retained on-farm and 620,000sold under the permit system introduced in 1984/85 to allowfarmers to sell feed wheat to the grain trade outside the awbsreceival system, according to bureau of agricultural economicsdata. reuter"
4058,gold,"north bh sets one-for-five offer for norgold floatnorth broken hill holdings ltd<nbha.me> (nbh) said it will offer one <norgold ltd> share forevery five nbh shares in the float of its newly created goldoffshoot.    the 20 cent par-value shares will be offered at 22 cents toshareholders registered april 3, nbh said in a statement.    norgolds issued capital will be 240.5 mln shares, of which63 pct will be held by nbh after 89 mln are issued toshareholders to raise 19.6 mln dlrs, it said.    norgold will take control of a portfolio of precious metalexploration and pre-development interests held by nbh.    the major gold deposit to be acquired by norgold is 100 pctof the bottle creek deposit, west of leonora in westernaustralia, nbh said.    production of gold from the project, at an annual rate of35,000 ounces, is scheduled to begin early in 1988.    norgold will also have a 10 pct stake in the coronationhill gold/platinum project in the northern territory and 43 pctof the poona copper/gold project in south australia.    other gold exploration interests to be acquired by norgoldare in western australia, queensland, new south wales andtasmania, nbh said. reuter"
4063,coffee,"indonesian coffee production may fall this yearindonesias coffee production in1986/87 ending september 30 may fall slightly from last yearslevel of 360,000 tonnes, dharyono kertosastro, chairman of theassociation of indonesian coffee exporters told reuters.    he said shade trees had been damaged by pests and this mayhave affected the crop, though it remains to be seen howseriously. indonesias main crop is harvested next month.    he gave no figure for expected output, except to say itwould probably be down a little from 1985/86. he said stockswere about normal at 90,000 tonnes.    kertosastro predicted that exports were unlikely to risemuch from last years level of 320,000 tonnes. ""i expect exportswill be a bit more, maybe 330,000 tonnes, but not above that,""he said. exports in 1985/86 were valued at 944 mln u.s. dlrs,but the value could fall by 30 pct this year because of lowprices, he added.    dharyono said production was behind a five year plan targetof 420,000 tonnes for the current year, but indonesia is tryingto boost output through introduction of higher yielding seeds,better training for farmers and increased use of fertilizers. reuter"
4066,gold,"britain to mint new ""britannia"" gold coinbritain will from next autumn mint andmarket a new bullion coin called the ""britannia"" containing oneounce of 24 carat gold, together with bullion coins of smallerdenominations, a treasury official said.    the new investment coin, to be sold worldwide, willfluctuate in price according to the international price ofgold.    the smaller coins will be in denominations of a half ounce,a quarter ounce and a tenth of an ounce. reuter"
4071,coffee,"indonesia pressing for compromise over coffeeindonesian coffee exporters arepreparing for a period of depressed prices while urging theirgovernment to lobby for a resolution of the deadlocked issue ofexport quotas, the chairman of the association of indonesiancoffee exporters (aice) told reuters.    dharyono kertosastro said in an interview that indonesia,the worlds third largest producer, is trimming costs andimproving its marketing while seeking a compromise on quotas.    ""but as long as brazil sticks to its hardline position, wecan never bridge the gap,"" dharyono said.    indonesia was one of a group of eight producing countries,along with costa rica, the dominican republic, ecuador,honduras, india, papua new guinea and peru, which proposed anew quota system at last months failed international coffeeorganistion (ico) talks in london.    brazil, which would have had its quota reduced under thegroup of eight scheme, blocked the proposal.    aice officials are now hoping colombia can use its contactswith brazil to suggest a compromise.    edward muda, an aice official who attended the iconegotiations, said latin american members of the group of eightwere in contact with colombia, the worlds second largestproducer, but gave no details.    ""colombia has shown interest because they will gain from acompromise. without one, they will suffer if the present marketstays like it is,"" muda said.    he said indonesia was in contact with consumers such as theu.s., japan, the netherlands, west germany and canada ahead ofan ico executive board meeting scheduled for april 1.    dharyono said the aice will send delegations to the u.s.and japan to brief indonesian embassy officials there and pressthem to present indonesias case more firmly.    he urged the indonesian government to do more to help thecountrys coffee traders through the ico negotiations.    muda said the group of eight had some common ground withthe big consumers because they agreed on the need for basingquotas on what he termed ""realistic criteria.""    the breakaway group believes the old quota system, whichgives brazil a 30 pct share of the quota exports, does notreflect up-to-date supply and demand trends.    brazil has stuck rigidly to its insistence that the oldsystem be applied.    export quotas were suspended in february 1986 when marketprices surged because of the failure of the brazilian crop.    although prices have long since come down to a point whereexport controls could be reintroduced, producers and consumersat the 75-member ico have not been able to agree on newguidelines. brazil and the u.s., the largest consumer, are bothrefusing to alter their positions.    dharyono said if new quotas are not agreed he believedindonesia was well placed to survive low prices.    indonesian farmers are trimming production costs and theaice is improving its marketing system, dharyono said.    indonesias coffee output in 1986/87, ending september 30,is expected to stagnate or fall slightly from last years levelof 360,000 tonnes, he said.    he said stocks, at 90,000 tonnes, were about average forthe time of year. reuter"
4076,oilseed,"taiwan buys 27,000 tonnes of u.s. soybeansthe joint committee of taiwans soybeanimporters awarded a contract to richco grain ltd of new york tosupply a 27,000-tonne cargo of u.s. soybeans, a committeespokesman told reuters.    the shipment, priced at 210.34 u.s. dlrs per tonne c and ftaiwan, is set for delivery between march 20 and april 5, hesaid.    taiwans soybeans imports in calendar 1987 are targetted at1.81 mln tonnes, against an actual 1.74 mln tonnes imported in1986, he said.    all the imports come from the u.s., he added. reuter"
4076,soybean,"taiwan buys 27,000 tonnes of u.s. soybeansthe joint committee of taiwans soybeanimporters awarded a contract to richco grain ltd of new york tosupply a 27,000-tonne cargo of u.s. soybeans, a committeespokesman told reuters.    the shipment, priced at 210.34 u.s. dlrs per tonne c and ftaiwan, is set for delivery between march 20 and april 5, hesaid.    taiwans soybeans imports in calendar 1987 are targetted at1.81 mln tonnes, against an actual 1.74 mln tonnes imported in1986, he said.    all the imports come from the u.s., he added. reuter"
4077,grain,"china january wheat/sugar imports below year agochinas wheat imports in january were218,000 tonnes, down from 393,000 in january 1986, the chinadaily business weekly said, quoting customs figures.    it said imports of sugar were 25,165 tonnes, down from54,000, but exports of rice rose to 71,144 tonnes from 20,000.it gave no more details. reuter"
4077,wheat,"china january wheat/sugar imports below year agochinas wheat imports in january were218,000 tonnes, down from 393,000 in january 1986, the chinadaily business weekly said, quoting customs figures.    it said imports of sugar were 25,165 tonnes, down from54,000, but exports of rice rose to 71,144 tonnes from 20,000.it gave no more details. reuter"
4077,sugar,"china january wheat/sugar imports below year agochinas wheat imports in january were218,000 tonnes, down from 393,000 in january 1986, the chinadaily business weekly said, quoting customs figures.    it said imports of sugar were 25,165 tonnes, down from54,000, but exports of rice rose to 71,144 tonnes from 20,000.it gave no more details. reuter"
4083,oilseed,"rise seen in french rapeseed, soybean sowingsfrances oilseed and bean cooperativesfederation, ffcop, said it expected french rapeseed sowings forthe 1987 harvest to rise by between 54.6 pct and 67.5 pct tobetween 600,000 and 650,000 hectares from 388,000 planted lastyear.    its latest estimates also suggested a 66.7 pct rise insoybean sowings to 80,000 ha from 48,000 last year. sunflowersowings were expected to increase by between 8.6 pct and 14.6pct from 829,000 ha. pea sowings are estimated likely to rise27.7 pct to 350,000 ha against 274,000, while field beansowings are forecast unchanged at 40,000. reuter"
4083,rapeseed,"rise seen in french rapeseed, soybean sowingsfrances oilseed and bean cooperativesfederation, ffcop, said it expected french rapeseed sowings forthe 1987 harvest to rise by between 54.6 pct and 67.5 pct tobetween 600,000 and 650,000 hectares from 388,000 planted lastyear.    its latest estimates also suggested a 66.7 pct rise insoybean sowings to 80,000 ha from 48,000 last year. sunflowersowings were expected to increase by between 8.6 pct and 14.6pct from 829,000 ha. pea sowings are estimated likely to rise27.7 pct to 350,000 ha against 274,000, while field beansowings are forecast unchanged at 40,000. reuter"
4083,soybean,"rise seen in french rapeseed, soybean sowingsfrances oilseed and bean cooperativesfederation, ffcop, said it expected french rapeseed sowings forthe 1987 harvest to rise by between 54.6 pct and 67.5 pct tobetween 600,000 and 650,000 hectares from 388,000 planted lastyear.    its latest estimates also suggested a 66.7 pct rise insoybean sowings to 80,000 ha from 48,000 last year. sunflowersowings were expected to increase by between 8.6 pct and 14.6pct from 829,000 ha. pea sowings are estimated likely to rise27.7 pct to 350,000 ha against 274,000, while field beansowings are forecast unchanged at 40,000. reuter"
4083,sunseed,"rise seen in french rapeseed, soybean sowingsfrances oilseed and bean cooperativesfederation, ffcop, said it expected french rapeseed sowings forthe 1987 harvest to rise by between 54.6 pct and 67.5 pct tobetween 600,000 and 650,000 hectares from 388,000 planted lastyear.    its latest estimates also suggested a 66.7 pct rise insoybean sowings to 80,000 ha from 48,000 last year. sunflowersowings were expected to increase by between 8.6 pct and 14.6pct from 829,000 ha. pea sowings are estimated likely to rise27.7 pct to 350,000 ha against 274,000, while field beansowings are forecast unchanged at 40,000. reuter"
4096,sugar,"dutch sugar trade deny involvement in offerdutch sugar traders deny involvementin a plan to offer more than 850,000 tonnes of sugar tointervention in protest at ec export policy and prices, traderstold reuters.    although some 2,500 tonnes of sugar have been offered tointervention in the netherlands, dutch producers and traderssaid this sugar was actually belgian and was being offered bythe belgian industry.    ""we sympathise with the actions of the french, west germanand belgian traders and producers, but we are not party to it,""a spokesman said.    ec commission sources said yesterday french traders plannedto sell 775,000 tonnes into intervention stocks, west germantraders 75,000 tonnes and dutch traders 2,500. dutch tradesources gave the same figure for france, but estimated up to110,000 tonnes offered by german traders and producers.    the dutch spokesman added, ""the weekly export tender policyand prices are squeezing the european sugar industry, and thisis the only way in which they can really register theirprotest.    ""these are desperate actions, but we believe that most ofthis offered sugar will be withdrawn within the three-weekbreathing space allowed."" reuter"
4099,sugar,"india buys white sugar from london tradersindia yesterday bought two cargoes ofwhite sugar from london traders for april/may shipment andgranted the trade houses the option to sell an additional twocargoes at the same price for may/june shipment, the firmsinvolved said.    e d and f man and woodhouse, drake and carey both said theysold single cargoes at 237.35 dlrs a tonne cif for april/mayand were granted options to sell an extra cargo each at thesame price for may/june at the indian buying tender for threeto four cargoes of whites held yesterday. the tender had calledfor a single cargo of prompt and two to three cargoes ofapril/may. reuter"
4101,carcass,"australia expects rise in meat exports to mideastaustralia expects meat and livestockexports to the middle east to maintain an upward trend thisyear, managing director of the australian meat and livestockcorp, peter frawley, said.    he told reuters an improvement in the economic climate andless competition from the european community should lead in thegulf area to higher beef sales, which dropped from 33,000tonnes in 1980 to just 2,300 tonnes last year.    ""in the last three to four months there has been aresurgence of inquiries,"" he said.    frawley is on a gulf tour which will also take him to saudiarabia, the united arab emirates and kuwait to assess marketpotential.    on beef exports, he said a 50 pct drop in europeancommunity intervention stock in the past 12 months would helpaustralian sales.    the fall meant the ec was not as aggressive in thesemarkets, where the australian trade was the natural source ofsupply, and australia was ""now back in,"" frawley said.    he said there was a debate in australia as to whether themiddle east market for livestock, which accounts for two-thirdsof meat export value to the area, would be maintained.    he believed the trade would remain with a continuing demandfor fresh meat.    the number of live sheep shipped last year to saudi arabia,the biggest single market, was 3,214,159 compared with2,939,226 in 1985. the numbers shipped to the united arabemirates and bahrain fell, however.    frawley said the slackening in demand in the gulf had beenoffset by other arab countries around the mediterranean.    other than livestock, australias overall meat sales to themiddle east rose to 72,374 tonnes in 1986 from 52,403 tonnesthe previous year, largely due to the sale of 25,790 tonnes ofmutton and lamb to iran.    australia sold 9,824 tonnes to iran in 1985 after beingvirtually excluded by new zealand competition for severalyears. frawley said the 1986 sale contract had included abarter provision, but iran had paid in full in cash.    negotiations with the iranians for 1987 shipments werecurrently under way, with iran again seeking credit and barterprovisions, he said.    frawley said there had been a tremendous growth in demandfor chilled lamb in the last four to five years and hepredicted this would continue.    ""the middle east, and the gulf in particular, is nowaustralias largest market for lamb, chilled and flown in.australia is in an ideal position to provide the supplies ifthe market is willing to pay a premium for a fresh, youngproduct,"" he said. reuter"
4101,livestock,"australia expects rise in meat exports to mideastaustralia expects meat and livestockexports to the middle east to maintain an upward trend thisyear, managing director of the australian meat and livestockcorp, peter frawley, said.    he told reuters an improvement in the economic climate andless competition from the european community should lead in thegulf area to higher beef sales, which dropped from 33,000tonnes in 1980 to just 2,300 tonnes last year.    ""in the last three to four months there has been aresurgence of inquiries,"" he said.    frawley is on a gulf tour which will also take him to saudiarabia, the united arab emirates and kuwait to assess marketpotential.    on beef exports, he said a 50 pct drop in europeancommunity intervention stock in the past 12 months would helpaustralian sales.    the fall meant the ec was not as aggressive in thesemarkets, where the australian trade was the natural source ofsupply, and australia was ""now back in,"" frawley said.    he said there was a debate in australia as to whether themiddle east market for livestock, which accounts for two-thirdsof meat export value to the area, would be maintained.    he believed the trade would remain with a continuing demandfor fresh meat.    the number of live sheep shipped last year to saudi arabia,the biggest single market, was 3,214,159 compared with2,939,226 in 1985. the numbers shipped to the united arabemirates and bahrain fell, however.    frawley said the slackening in demand in the gulf had beenoffset by other arab countries around the mediterranean.    other than livestock, australias overall meat sales to themiddle east rose to 72,374 tonnes in 1986 from 52,403 tonnesthe previous year, largely due to the sale of 25,790 tonnes ofmutton and lamb to iran.    australia sold 9,824 tonnes to iran in 1985 after beingvirtually excluded by new zealand competition for severalyears. frawley said the 1986 sale contract had included abarter provision, but iran had paid in full in cash.    negotiations with the iranians for 1987 shipments werecurrently under way, with iran again seeking credit and barterprovisions, he said.    frawley said there had been a tremendous growth in demandfor chilled lamb in the last four to five years and hepredicted this would continue.    ""the middle east, and the gulf in particular, is nowaustralias largest market for lamb, chilled and flown in.australia is in an ideal position to provide the supplies ifthe market is willing to pay a premium for a fresh, youngproduct,"" he said. reuter"
4103,cotton,"india 1986/87 cotton export quota up 190,000 balesindias raw cotton export quota hasbeen raised by 190,000 170-kg bales to 600,000 bales in 1986/87ending august, still well below the 1985/86 quota of 1.35 mlnbales, minister of state for textiles r.n. mirdha said.    state and private agencies contracted to export 1.34 mlnbales in 1985/86, he told journalists. but only 433,000 baleswere shipped that year, with the rest to be delivered in1986/87. about 758,000 bales from 1985/86 contracts wereshipped up to february 2 in 1986/87.     the government will export 600,000 bales of long andextra- long staple cotton in the three years from 1986/87, hesaid. reuter"
4117,sugar,"hungarian 1987 sugar beet area little changedhungary is to grow sugar beet on105,000 hectares of land this year compared with some 95,000 in1986, the official mti news agency said.    diplomats said this reflected hungarys policy of keepingthe sugar beet area stable under the current five-year plan(1985-89) and producing enough to cover only domestic demanddespite the recent rise of world prices to 10 month highs.    drought cut the 1986 harvest to 3.58 mln tonnes from 4.07mln in 1985. but a record yield of 130 kilos per tonne of beetkept production at 454,000 tonnes, with 30,000 extra refined inyugoslavia from hungarian beet. output was 483,000 in 1985. reuter"
4122,tin,"bulletin says tin price may rise to 20 ringgitthe tin price is likely to rise to20 ringgit a kilo this year because of the producers accord onexport quotas and the reluctance of brokers and banks to sellthe metal at lower prices, a malaysian government bulletinsaid.    the malaysian tin bulletin said it is in producersinterest to keep to their quotas to limit total exports to90,000 tonnes and to gradually deplete the 80,000 tonnesoverhang.    it said consumption by industrialised countries should stayat 160,000 tonnes and that international tin council creditorsand brokers are not likely to dump their stocks excessivelyunless there is a large and abrupt price jump.    the continued depreciation of the dollar could also helppush up the price of tin, the bulletin said.    a depreciation of the dollar means the depreciation of theringgit which is closely pegged to it, making the price of tincheaper in sterling terms, it added.    ""even in the absence of economic rationale in the tinmarket, psychological optimism alone is sufficient to secure aprice recovery of up to 20 ringgit per kilo,"" the bulletin said. reuter"
4133,grain,"japan firm plans to sell u.s. farmland to japanesea japanese real estate companysaid it will launch a campaign to sell land in u.s. farmingareas to rich japanese.    higashi nippon house said it would offer around 2,200 acresof land in illinois, california, florida and indiana from earlyapril to gauge response. it set up international farm corp ofamerica in chicago last september to oversee the operation.    american farmers would continue as working tenants and partof the profits from harvests of rice, corn, soybean and orangeswould go to the japanese investors as rental.    japanese agriculture ministry officials told reuters saleswere limited to farmers to keep land in agricultural use.    ""two years ago, i began to seek my own farmland in japan,""said isao nakamura, president of higashi nippon. ""however, saleof japanese farmland is strictly controlled by the government,so i began to look for the land in the u.s to make my dream toown farm land come true.""    nakamura said hundreds of companies exist in the u.s. tosell farmland to investors as more and more farmers facedifficulties due to the recession in u.s. agriculture. reuter"
