id,topics,texts
4063,coffee,"indonesian coffee production may fall this yearindonesias coffee production in1986/87 ending september 30 may fall slightly from last yearslevel of 360,000 tonnes, dharyono kertosastro, chairman of theassociation of indonesian coffee exporters told reuters.    he said shade trees had been damaged by pests and this mayhave affected the crop, though it remains to be seen howseriously. indonesias main crop is harvested next month.    he gave no figure for expected output, except to say itwould probably be down a little from 1985/86. he said stockswere about normal at 90,000 tonnes.    kertosastro predicted that exports were unlikely to risemuch from last years level of 320,000 tonnes. ""i expect exportswill be a bit more, maybe 330,000 tonnes, but not above that,""he said. exports in 1985/86 were valued at 944 mln u.s. dlrs,but the value could fall by 30 pct this year because of lowprices, he added.    dharyono said production was behind a five year plan targetof 420,000 tonnes for the current year, but indonesia is tryingto boost output through introduction of higher yielding seeds,better training for farmers and increased use of fertilizers. reuter"
4076,soybean,"taiwan buys 27,000 tonnes of u.s. soybeansthe joint committee of taiwans soybeanimporters awarded a contract to richco grain ltd of new york tosupply a 27,000-tonne cargo of u.s. soybeans, a committeespokesman told reuters.    the shipment, priced at 210.34 u.s. dlrs per tonne c and ftaiwan, is set for delivery between march 20 and april 5, hesaid.    taiwans soybeans imports in calendar 1987 are targetted at1.81 mln tonnes, against an actual 1.74 mln tonnes imported in1986, he said.    all the imports come from the u.s., he added. reuter"
4077,sugar,"china january wheat/sugar imports below year agochinas wheat imports in january were218,000 tonnes, down from 393,000 in january 1986, the chinadaily business weekly said, quoting customs figures.    it said imports of sugar were 25,165 tonnes, down from54,000, but exports of rice rose to 71,144 tonnes from 20,000.it gave no more details. reuter"
4083,sunseed,"rise seen in french rapeseed, soybean sowingsfrances oilseed and bean cooperativesfederation, ffcop, said it expected french rapeseed sowings forthe 1987 harvest to rise by between 54.6 pct and 67.5 pct tobetween 600,000 and 650,000 hectares from 388,000 planted lastyear.    its latest estimates also suggested a 66.7 pct rise insoybean sowings to 80,000 ha from 48,000 last year. sunflowersowings were expected to increase by between 8.6 pct and 14.6pct from 829,000 ha. pea sowings are estimated likely to rise27.7 pct to 350,000 ha against 274,000, while field beansowings are forecast unchanged at 40,000. reuter"
4122,tin,"bulletin says tin price may rise to 20 ringgitthe tin price is likely to rise to20 ringgit a kilo this year because of the producers accord onexport quotas and the reluctance of brokers and banks to sellthe metal at lower prices, a malaysian government bulletinsaid.    the malaysian tin bulletin said it is in producersinterest to keep to their quotas to limit total exports to90,000 tonnes and to gradually deplete the 80,000 tonnesoverhang.    it said consumption by industrialised countries should stayat 160,000 tonnes and that international tin council creditorsand brokers are not likely to dump their stocks excessivelyunless there is a large and abrupt price jump.    the continued depreciation of the dollar could also helppush up the price of tin, the bulletin said.    a depreciation of the dollar means the depreciation of theringgit which is closely pegged to it, making the price of tincheaper in sterling terms, it added.    ""even in the absence of economic rationale in the tinmarket, psychological optimism alone is sufficient to secure aprice recovery of up to 20 ringgit per kilo,"" the bulletin said. reuter"
4133,rice,"japan firm plans to sell u.s. farmland to japanesea japanese real estate companysaid it will launch a campaign to sell land in u.s. farmingareas to rich japanese.    higashi nippon house said it would offer around 2,200 acresof land in illinois, california, florida and indiana from earlyapril to gauge response. it set up international farm corp ofamerica in chicago last september to oversee the operation.    american farmers would continue as working tenants and partof the profits from harvests of rice, corn, soybean and orangeswould go to the japanese investors as rental.    japanese agriculture ministry officials told reuters saleswere limited to farmers to keep land in agricultural use.    ""two years ago, i began to seek my own farmland in japan,""said isao nakamura, president of higashi nippon. ""however, saleof japanese farmland is strictly controlled by the government,so i began to look for the land in the u.s to make my dream toown farm land come true.""    nakamura said hundreds of companies exist in the u.s. tosell farmland to investors as more and more farmers facedifficulties due to the recession in u.s. agriculture. reuter"
4133,orange,"japan firm plans to sell u.s. farmland to japanesea japanese real estate companysaid it will launch a campaign to sell land in u.s. farmingareas to rich japanese.    higashi nippon house said it would offer around 2,200 acresof land in illinois, california, florida and indiana from earlyapril to gauge response. it set up international farm corp ofamerica in chicago last september to oversee the operation.    american farmers would continue as working tenants and partof the profits from harvests of rice, corn, soybean and orangeswould go to the japanese investors as rental.    japanese agriculture ministry officials told reuters saleswere limited to farmers to keep land in agricultural use.    ""two years ago, i began to seek my own farmland in japan,""said isao nakamura, president of higashi nippon. ""however, saleof japanese farmland is strictly controlled by the government,so i began to look for the land in the u.s to make my dream toown farm land come true.""    nakamura said hundreds of companies exist in the u.s. tosell farmland to investors as more and more farmers facedifficulties due to the recession in u.s. agriculture. reuter"
4138,palm-oil,"pakistan could import 100,000 tonnes of palm oilpakistan is likely to import 100,000tonnes of refined, bleached and deodorised palm oil betweenapril and june this year, vegetable oil dealers said.    they said the import would be financed by the islamicdevelopment bank (idb) which signed an agreement with pakistanearlier this week in jeddah, saudi arabia.    pakistan had imported 600,000 tonnes of edible oil sincethe beginning of the current financial year last july, theyadded. the palm oil would come from malaysia or indonesia. reuter"
4147,cocoa,"jacobs suchard sees 100,000 tonne cocoa surplusjacobs suchard ag expects a world cocoasurplus of around 100,000 tonnes in 1987 compared with a104,000 tonne surplus in 1986, jens sroka, head of commoditybuying, told a news conference.    the company expects prices to remain at around currentlevels despite the likelihood of agreement on buffer stockrules at the forthcoming london cocoa talks, and believesmarket intervention by the buffer stock manager would stabiliseprices.    sroka said world coffee prices are expected to remain weakif any international coffee talks fail to produce agreement.    sroka said stagnating consumption and slight overproductionwill continue to weigh on coffee prices and he forecast acontinued build-up in stocks.    the recent failure of the london coffee talks had surprisedmarket observers.    unless reason prevails and the major producers return tothe conference table, the world coffee market will remain freeand the consequences for some producers dependant on coffee fortheir foreign exchange earnings would be catastrophic, srokaadded. reuter"
4206,hog,"hog and cattle slaughter guesstimateschicago mercantile exchange floortraders and commission house representatives are guesstimatingtodays hog slaughter at about 290,000 to 310,000 head versus309,000 week ago and 328,000 a year ago.    cattle slaughter is guesstimated at about 128,000 to131,000 head versus 129,000 week ago and 127,000 a year ago. reuter"
4280,barley,"ec grants licences for 35,000 tonnes  barley at 137.35 ecus rebate - brussels trade
"
4291,copper,"magma <mgcpv> sees profitable copper productionnewmont mining corp <nem> said magmacopper co anticipates being able to produce copper at a profitby 1991, assuming copper prices remain at their current levels.    in an information statement distributed to newmontshareholders explaining the dividend of magma shares declaredtuesday, newmont said magma had a net loss of 46.6 mln dlrs in1986, adding this was equal to 1.22 cts a share.    newmont holders will receive 80 pct of magmas stock as adividend of one share for each of the 30,458,000 newmont sharesnow held. newmont will retain 15 pct of the stock.    the 1986 net loss was on a pro forma basis, newmont said.on a historical basis, it added, magma had a 1986 net loss of58.1 mln dlrs on a loss from operations of 42.3 mln dlrs.    on dec 31, 1986, newmont said, magma had about 85.0 mlndlrs of net operating loss carryforwards expiring in 1999-2000and about 4.0 mln dlrs of investment tax credit carryoverexpiring in 2000-2001.    newmont said magma has pre-tax losses of 290 mln dlrsduring the 1981 through 1985 period, noting the five major u.s.primary copper producers reported aggregate pre-tax losses of1.9 billion dlrs during five year period.    newmont said magma had total sales of 347.3 mln dlrs lastyear, including copper sales of 293.4 mln dlrs.    it said the copper sales value was up from 267.6 mln dlrsin 1985 reflecting a 10.1 pct increase in quantity sold to212,000 short tons and a 0.4 pct decrease in price. reuter"
4405,rubber,"rubber talks chairman cites slight progressthere has been slight progress towardsreaching a rubber pact, the chairman of a united nationsconference on a new international natural rubber agreeement,inra, manaspas xuto of thailand, said.    ""there has been some slight progress but it is not the endof the road yet,"" he said.    the conference, which began monday, is seen as the lasteffort to adopt an accord to replace the current one whichexpires in october. some 40 producing and consuming countriesare taking part in the two-week meeting.    xuto said if the key outstanding issues are not resolved bytomorrow he would hold weekend meetings.    at the beginning of the conference, the fourth such meetingin nearly two years, xuto said it was imperative to settlethose issues this week so that technical drafting work can bedone next week.    conference sources said it is highly unlikely thatproducers will accept a pact that will provide for any possibledownward adjustment of the floor price, as proposed byconsumers under certain circumstances.    the sources said this means that any possible adjustmentwould centre on the reference price, and the ""may buy"" (or ""maysell"") and ""must buy"" (or ""must sell"") levels without changing the""lower indicative price"" (or floor price) of 150malaysian/singapore cents a kilo in the present pact.    the present five-day average of the indicator price isaround 192 malaysian/singapore cents.    consumers are seeking an adjustment of the reference price,set in the current accord at 201.66 malaysian/singapore cents akilo, and of the ""lower indicative price"" if the buffer stock,currently 360,000 tonnes, rises to 450,000 tonnes.    consumers want price reviews at 12-month intervals insteadof the 18 at present, and the price revision mechanism torespond automatically to market trends.    at present, if the market price has been above or below thereference price for six months, the reference price is revisedby five pct or by an amount decided by the internationalnatural rubber organisation council.    consumers say that, in these circumstances, the adjustmentbe automatic at five pct or more.    producers have resisted reducing the role of the council inthe price adjustment procedure and have expressed concern thatchanges proposed by consumers would weaken the present pact. reuter"
4564,l-cattle,"live cattle rally as lockout at meat plant endslive cattle futures posted a robustrally today after a major beef packing company said it wouldend a lockout at its slaughtering plant in dakota city, neb.    april delivery cattle on the chicago mercantile exchangeclosed at 64.45 cents a pound, up 0.83 cent, as the marketexpected demand for live animals to increase as the plantrestarts operations.    iowa beef processors, a division of occidental petroleum,said it planned to reopen the plant, one of the largest in thenation, on march 16. the plant has been closed since dec. 14,the day after a contract between ibp and local 222 of theunited food and commercial workers union expired.    the plant employs 2,800 workers and can slaughter severalthousand animals a day, a company spokesman said.    the company said it locked out union workers because theythreatened to disrupt operations. it was unclear whether unionmeatpackers would return to work. they rejected the companyslatest contract offer march 5.    traders said cattle prices advanced at midsession as rumorscirculated that the lockout was ending, and gains were furtherfueled by a noticeable increase in demand for live animals oncash markets in nebraska and the texas panhandle.    the rally in cattle also boosted values of live hogs andfrozen pork bellies, which also were supported by indicationsthat producers were expanding their hog herds at a slower ratethan previously expected.    petroleum futures posted a modest rally on the new yorkmercantile exchange.    but a report that the soviet union planned to reduce theprice of its crude oil exports may pressure the market friday,said nauman barakat, petroleum analyst in new york with smithbarney, harris upham and co.    buying by companies that deal in petroleum helped pricesrecover from early weakness, traders said.    gold futures rallied, partly in response to strength in thesilver market, on the commodity exchange in new york. silverprices rallied after a u.s. brokerage house recommended itscustomers buy the metal, traders said.    coffee futures drifted lower in response to a report thatcolombia lowered the price of its exports, traders said.    sugar prices closed slightly higher on the coffee, sugarand cocoa exchange despite a large export sale by the europeancommission on wednesday.    soybeans were higher, wheat lower and corn mixed on thechicago board of trade.    soybeans were boosted by expectations that the agriculturedepartment would report a healthy signup for the conservationreserve program, which pays farmers to leave highly erodibleland idle instead of planting a crop, traders said.    concern that a strike by brazilian seamen might interruptexports of soybeans from brazil, where the harvest is justbeginning, also underpinned prices, they said.    wheat prices were pressured by selling in response totrends on price charts, they said. reuter"
4697,alum,"alusuisse plans further aluminium capacity cutsschweizerische aluminium ag <aluz.z>(alusuisse) plans further drastic cuts in its aluminiumsmelting capacity and more concentration of higher value-addedproducts, chief executive hans jucker said.    elaborating on plans disclosed in outline last september,company officials said current smelting capacity of 390,000tonnes a year would be cut to between 250,000 and 260,000tonnes by 1989 or 1990. they did not say where cuts might bemade.    two years ago, before selling its ormet corp subsidiary inthe united states to local management and staff, alusuisse hadan annual capacity of 800,000 tonnes. reuter"
4769,nickel,"outokumpu to close nickel refinery during summerthe finnish metal and mining groupoutokumpu oy said it will close its nickel refinery atharjavalta in central finland for six weeks in july and augustthis year due to current low prices on the nickel market.    ""we consider nickel prices as bad at the moment, althoughthey have been rising slightly since january,"" refinery salesmanager pekka purra said.    he said the closure will mean a drop in production of 3,000tonnes in 1987 from last years output of 17,800 tonnes. theclosure was also a move to cut labour costs as no extra staffhave to be employed during holidays to keep the plant open. reuter"
10151,strategic-metal,"california micro <camd>, grumman <gq> set pactcalifornia micro devices corpsaid it has signed an agreement with grumman corps tachonicscorp unit to develop and product gallium arsenideseminconductor chips.    under the pact, california micro devices will design thechips and tachonics will manufacture them.    initial products to be developed will be gate arrays with500 to 2,500 gate complexity and radiation hardeningcapabilities, the company said. reuter"
10175,meal-feed,"usda comments on export sales reportcorn sales of 2,806,300 tonnes inthe week ended march 19 were the highest level sincemid-november, 1979, the u.s. agriculture department said.    the department said the ussr dominated the weeks activitywith purchases of 1.4 mln tonnes (which were earlier reportedunder the daily reporting system). other large increaes wereposted for japan and unknown destinations, it said.    taiwan purchased 296,300 tonnes for the 1986/87 season and170,000 tonnes for the 1987/88 season, it said.    wheat sales of 317,200 tonnes for the current season and125,000 tonnes for the 1987/88 season were down about one-thirdfrom the preceding week and the four-week average.    wheat sales to china of 60,000 tonnes were switched from1986/87 to the 1987/88 season, it noted.    soybean sales of 483,100 tonnes were 11 pct above the priorweek and two-thirds above the four-week average.    japan, the netherlands, mexico and portugal were the mainbuyers, the department said.    soybean cake and meal sales of 289,400 tonnes weretwo-thirds above the previous week and the largest of themarketing year, with venezuela the dominant purchaser.    sales activity in soybean oil resulted in decreases of4,400 tonnes, as reductions for unknown destinations more thanoffset increases for canada, the dominican republic and panama,the department said.    cotton sales of 57,900 running bales -- 43,800 bales forthe current year and 14,200 bales for the 1987/88 season --were off 25 pct from the previous week and 50 pct from thefour-week average.    turkey, thailand, south korea and canada were the majorbuyers for the current season, while thailand, britain andjapan were the major purchasers from the upcoming season, thedepartment said.     sorghum sales of 178,800 tonnes were two-thirds above theprior week and 75 pct over the four-week average.    venezuela was the leading buyer it said.    sales of 41,800 tonnes of barley were 10 times the previousweek and 10 pct greater than  the four-week average. israel,cyprus and saudi arabia were the main buyers, it said. reuter"
10175,soy-oil,"usda comments on export sales reportcorn sales of 2,806,300 tonnes inthe week ended march 19 were the highest level sincemid-november, 1979, the u.s. agriculture department said.    the department said the ussr dominated the weeks activitywith purchases of 1.4 mln tonnes (which were earlier reportedunder the daily reporting system). other large increaes wereposted for japan and unknown destinations, it said.    taiwan purchased 296,300 tonnes for the 1986/87 season and170,000 tonnes for the 1987/88 season, it said.    wheat sales of 317,200 tonnes for the current season and125,000 tonnes for the 1987/88 season were down about one-thirdfrom the preceding week and the four-week average.    wheat sales to china of 60,000 tonnes were switched from1986/87 to the 1987/88 season, it noted.    soybean sales of 483,100 tonnes were 11 pct above the priorweek and two-thirds above the four-week average.    japan, the netherlands, mexico and portugal were the mainbuyers, the department said.    soybean cake and meal sales of 289,400 tonnes weretwo-thirds above the previous week and the largest of themarketing year, with venezuela the dominant purchaser.    sales activity in soybean oil resulted in decreases of4,400 tonnes, as reductions for unknown destinations more thanoffset increases for canada, the dominican republic and panama,the department said.    cotton sales of 57,900 running bales -- 43,800 bales forthe current year and 14,200 bales for the 1987/88 season --were off 25 pct from the previous week and 50 pct from thefour-week average.    turkey, thailand, south korea and canada were the majorbuyers for the current season, while thailand, britain andjapan were the major purchasers from the upcoming season, thedepartment said.     sorghum sales of 178,800 tonnes were two-thirds above theprior week and 75 pct over the four-week average.    venezuela was the leading buyer it said.    sales of 41,800 tonnes of barley were 10 times the previousweek and 10 pct greater than  the four-week average. israel,cyprus and saudi arabia were the main buyers, it said. reuter"
10175,sorghum,"usda comments on export sales reportcorn sales of 2,806,300 tonnes inthe week ended march 19 were the highest level sincemid-november, 1979, the u.s. agriculture department said.    the department said the ussr dominated the weeks activitywith purchases of 1.4 mln tonnes (which were earlier reportedunder the daily reporting system). other large increaes wereposted for japan and unknown destinations, it said.    taiwan purchased 296,300 tonnes for the 1986/87 season and170,000 tonnes for the 1987/88 season, it said.    wheat sales of 317,200 tonnes for the current season and125,000 tonnes for the 1987/88 season were down about one-thirdfrom the preceding week and the four-week average.    wheat sales to china of 60,000 tonnes were switched from1986/87 to the 1987/88 season, it noted.    soybean sales of 483,100 tonnes were 11 pct above the priorweek and two-thirds above the four-week average.    japan, the netherlands, mexico and portugal were the mainbuyers, the department said.    soybean cake and meal sales of 289,400 tonnes weretwo-thirds above the previous week and the largest of themarketing year, with venezuela the dominant purchaser.    sales activity in soybean oil resulted in decreases of4,400 tonnes, as reductions for unknown destinations more thanoffset increases for canada, the dominican republic and panama,the department said.    cotton sales of 57,900 running bales -- 43,800 bales forthe current year and 14,200 bales for the 1987/88 season --were off 25 pct from the previous week and 50 pct from thefour-week average.    turkey, thailand, south korea and canada were the majorbuyers for the current season, while thailand, britain andjapan were the major purchasers from the upcoming season, thedepartment said.     sorghum sales of 178,800 tonnes were two-thirds above theprior week and 75 pct over the four-week average.    venezuela was the leading buyer it said.    sales of 41,800 tonnes of barley were 10 times the previousweek and 10 pct greater than  the four-week average. israel,cyprus and saudi arabia were the main buyers, it said. reuter"
